20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
20;20;20
